DEPTH_FT,DEPTH_M,RHOB,DT,GR,Sv_psi,Pp_psi,Pp_hydro_psi,Shmin_psi,SHmax_psi,sigma1_psi,sigma2_psi,sigma3_psi,sigma1_eff,sigma2_eff,sigma3_eff,UCS_psi,UCS_MPa,cohesion_psi,friction_angle_deg,poisson,Sv_ppg,Pp_ppg,Shmin_ppg,SHmax_ppg
2334.5000,711.5200,2.4700,78.8147,169.7434,2427.4553,1648.9592,1.0373,1982.6004,2316.2416,2427.4553,2316.2416,1982.6004,778.4961,667.2824,333.6412,88.1391,0.6077,29.7253,22,0.3000,19.9965,13.5835,16.3319,19.0804
2335.0000,711.6700,2.4283,84.5447,160.3521,2427.9778,1797.2345,1.0375,2067.5531,2337.8716,2427.9778,2337.8716,2067.5531,630.7433,540.6371,270.3186,71.7570,0.4947,24.2004,22,0.3000,19.9965,14.8018,17.0281,19.2544
2335.5000,711.8300,2.3863,91.3423,154.4156,2428.5257,1928.3366,1.0378,2142.7033,2357.0701,2428.5257,2357.0701,2142.7033,500.1890,428.7335,214.3667,57.2083,0.3944,19.2937,22,0.3000,19.9968,15.8781,17.6433,19.4084
2336.0000,711.9800,2.3365,87.0006,155.4722,2429.0295,1850.1161,1.0380,2098.2218,2346.3276,2429.0295,2346.3276,2098.2218,578.9133,496.2114,248.1057,65.9823,0.4549,22.2528,22,0.3000,19.9966,15.2308,17.2733,19.3158
2336.5000,712.1300,2.2685,84.7894,154.5013,2429.5207,1804.0836,1.0382,2072.1281,2340.1725,2429.5207,2340.1725,2072.1281,625.4371,536.0889,268.0445,71.1520,0.4906,23.9963,22,0.3000,19.9964,14.8487,17.0548,19.2610
2337.0000,712.2800,2.2751,77.4327,153.8733,2430.0054,1608.7808,1.0384,1960.7342,2312.6876,2430.0054,2312.6876,1960.7342,821.2246,703.9068,351.9534,92.8280,0.6400,31.3066,22,0.3000,19.9961,13.2384,16.1345,19.0307
2337.5000,712.4400,2.3471,72.9981,160.3528,2430.5313,1450.2862,1.0387,1870.3913,2290.4963,2430.5313,2290.4963,1870.3913,980.2451,840.2101,420.1051,110.3379,0.7608,37.2119,22,0.3000,19.9961,11.9316,15.3878,18.8441
2338.0000,712.5900,2.4582,65.2432,173.5111,2431.0439,1057.9653,1.0389,1646.4276,2234.8899,2431.0439,2234.8899,1646.4276,1373.0786,1176.9245,588.4623,153.3343,1.0572,51.7126,22,0.3000,19.9961,8.7021,13.5424,18.3827
2338.5000,712.7400,2.4884,87.2858,184.8708,2431.5716,1858.1094,1.0391,2103.8789,2349.6484,2431.5716,2349.6484,2103.8789,573.4623,491.5391,245.7695,65.3526,0.4506,22.0404,22,0.3000,19.9961,15.2803,17.3014,19.3224
2339.0000,712.8900,2.4745,95.8561,181.2165,2432.1010,1999.0779,1.0393,2184.6592,2370.2406,2432.1010,2370.2406,2184.6592,433.0232,371.1627,185.5814,49.6686,0.3425,16.7509,22,0.3000,19.9962,16.4360,17.9618,19.4876
2339.5000,713.0400,2.4627,93.3605,168.8291,2432.6277,1963.9059,1.0395,2164.7867,2365.6675,2432.6277,2365.6675,2164.7867,468.7218,401.7615,200.8808,53.6599,0.3700,18.0970,22,0.3000,19.9963,16.1434,17.7946,19.4459
2340.0000,713.2000,2.4416,92.0074,160.3810,2433.1858,1943.4338,1.0398,2153.3275,2363.2212,2433.1858,2363.2212,2153.3275,489.7520,419.7874,209.8937,56.0050,0.3861,18.8879,22,0.3000,19.9966,15.9717,17.6966,19.4216
2340.5000,713.3500,2.4132,90.8903,150.5630,2433.7036,1925.6325,1.0400,2143.3773,2361.1221,2433.7036,2361.1221,2143.3773,508.0711,435.4895,217.7448,58.0459,0.4002,19.5762,22,0.3000,19.9966,15.8220,17.6111,19.4002
2341.0000,713.5000,2.3858,85.9111,153.9022,2434.2156,1832.5422,1.0402,2090.4022,2348.2622,2434.2156,2348.2622,2090.4022,601.6734,515.7201,257.8600,68.4642,0.4720,23.0898,22,0.3000,19.9965,15.0539,17.1722,19.2904
2341.5000,713.6500,2.3732,83.7082,153.5880,2434.7232,1784.2410,1.0404,2063.0191,2341.7972,2434.7232,2341.7972,2063.0191,650.4822,557.5562,278.7781,73.8784,0.5094,24.9158,22,0.3000,19.9964,14.6540,16.9436,19.2332
2342.0000,713.8100,2.3714,90.2262,159.9808,2435.2631,1915.7722,1.0407,2138.4112,2361.0501,2435.2631,2361.0501,2138.4112,519.4909,445.2779,222.6390,59.3066,0.4089,20.0014,22,0.3000,19.9966,15.7309,17.5590,19.3872
2342.5000,713.9600,2.3820,98.4720,159.5247,2435.7702,2036.1308,1.0409,2207.4048,2378.6788,2435.7702,2378.6788,2207.4048,399.6394,342.5481,171.2740,45.9009,0.3165,15.4803,22,0.3000,19.9965,16.7156,18.1217,19.5278
2343.0000,714.1100,2.4069,95.9359,160.5236,2436.2810,2004.0715,1.0411,2189.3041,2374.5368,2436.2810,2374.5368,2189.3041,432.2096,370.4654,185.2327,49.5476,0.3416,16.7101,22,0.3000,19.9964,16.4489,17.9693,19.4896
2343.5000,714.2600,2.4221,84.2076,161.8938,2436.7962,1797.6267,1.0413,2071.5565,2345.4863,2436.7962,2345.4863,2071.5565,639.1695,547.8595,273.9298,72.6020,0.5006,24.4853,22,0.3000,19.9964,14.7513,16.9992,19.2471
2344.0000,714.4200,2.3868,78.2715,162.0077,2437.3434,1641.3735,1.0415,1982.5034,2323.6334,2437.3434,2323.6334,1982.5034,795.9699,682.2599,341.1300,89.9433,0.6201,30.3338,22,0.3000,19.9966,13.4662,16.2650,19.0637
2344.5000,714.5700,2.3388,75.0486,161.7796,2437.8475,1534.8015,1.0418,1921.8212,2308.8409,2437.8475,2308.8409,1921.8212,903.0459,774.0394,387.0197,101.7358,0.7014,34.3108,22,0.3000,19.9965,12.5892,15.7637,18.9383
2345.0000,714.7200,2.3410,67.5567,165.4049,2438.3467,1200.2303,1.0420,1730.8516,2261.4729,2438.3467,2261.4729,1730.8516,1238.1164,1061.2427,530.6213,138.4520,0.9546,46.6935,22,0.3000,19.9963,9.8428,14.1943,18.5458
2345.5000,714.8700,2.3806,62.0854,174.6531,2438.8504,843.6023,1.0422,1527.2800,2210.9578,2438.8504,2210.9578,1527.2800,1595.2481,1367.3555,683.6777,177.3244,1.2226,59.8034,22,0.3000,19.9961,6.9167,12.5222,18.1277
2346.0000,715.0300,2.4246,64.7213,183.2725,2439.3971,1031.1057,1.0424,1634.6591,2238.2126,2439.3971,2238.2126,1634.6591,1408.2915,1207.1070,603.5535,156.9854,1.0824,52.9440,22,0.3000,19.9964,8.4522,13.3997,18.3472
2346.5000,715.1800,2.4189,69.8733,176.9076,2439.9138,1320.6495,1.0427,1800.3342,2280.0189,2439.9138,2280.0189,1800.3342,1119.2643,959.3694,479.6847,125.4283,0.8648,42.3012,22,0.3000,19.9963,10.8234,14.7547,18.6859
2347.0000,715.3300,2.3918,78.5472,170.4564,2440.4270,1652.4639,1.0429,1990.1624,2327.8608,2440.4270,2327.8608,1990.1624,787.9631,675.3969,337.6985,89.0214,0.6138,30.0229,22,0.3000,19.9963,13.5399,16.3069,19.0739
2347.5000,715.4800,2.3707,75.8423,167.3173,2440.9350,1565.5601,1.0431,1940.7208,2315.8815,2440.9350,2315.8815,1940.7208,875.3749,750.3214,375.1607,98.6477,0.6802,33.2694,22,0.3000,19.9962,12.8251,15.8984,18.9717
2348.0000,715.6400,2.3780,75.8125,175.8793,2441.4754,1564.9944,1.0433,1940.6291,2316.2638,2441.4754,2316.2638,1940.6291,876.4809,751.2694,375.6347,98.7614,0.6809,33.3077,22,0.3000,19.9964,12.8177,15.8943,18.9708
2348.5000,715.7900,2.4159,75.2938,174.7946,2441.9868,1547.2023,1.0435,1930.6813,2314.1604,2441.9868,2314.1604,1930.6813,894.7845,766.9581,383.4791,100.7681,0.6948,33.9845,22,0.3000,19.9963,12.6693,15.8094,18.9496
2349.0000,715.9400,2.4469,79.2866,177.5348,2442.5055,1676.1520,1.0438,2004.5892,2333.0264,2442.5055,2333.0264,2004.5892,766.3535,656.8745,328.4372,86.6108,0.5972,29.2099,22,0.3000,19.9963,13.7223,16.4112,19.1000
2349.5000,716.0900,2.4383,78.8085,169.4295,2443.0266,1662.5818,1.0440,1997.0581,2331.5345,2443.0266,2331.5345,1997.0581,780.4449,668.9527,334.4764,88.1594,0.6078,29.7321,22,0.3000,19.9963,13.6083,16.3460,19.0837
2350.0000,716.2500,2.4112,86.7935,165.3191,2443.5784,1859.2755,1.0442,2109.6910,2360.1066,2443.5784,2360.1066,2109.6910,584.3030,500.8311,250.4156,66.4447,0.4581,22.4087,22,0.3000,19.9966,15.2150,17.2642,19.3135
2350.5000,716.4000,2.3901,84.9244,160.3245,2444.0906,1820.3077,1.0444,2087.6432,2354.9788,2444.0906,2354.9788,2087.6432,623.7829,534.6711,267.3355,70.8211,0.4883,23.8847,22,0.3000,19.9965,14.8930,17.0802,19.2674
2351.0000,716.5500,2.3879,80.3957,159.6391,2444.6003,1709.3025,1.0447,2024.4302,2339.5578,2444.6003,2339.5578,2024.4302,735.2978,630.2552,315.1276,83.1564,0.5733,28.0448,22,0.3000,19.9964,13.9818,16.5595,19.1372
2351.5000,716.7000,2.4058,73.0035,159.0402,2445.1117,1462.9981,1.0449,1883.9039,2304.8097,2445.1117,2304.8097,1883.9039,982.1136,841.8116,420.9058,110.3140,0.7606,37.2039,22,0.3000,19.9963,11.9645,15.4067,18.8489
2352.0000,716.8500,2.4285,78.8395,159.2390,2445.6274,1665.8099,1.0451,2000.0174,2334.2249,2445.6274,2334.2249,2000.0174,779.8175,668.4150,334.2075,88.0579,0.6071,29.6979,22,0.3000,19.9963,13.6202,16.3528,19.0854
2352.5000,717.0100,2.4400,78.7488,169.4295,2446.1813,1663.5967,1.0453,1998.9901,2334.3835,2446.1813,2334.3835,1998.9901,782.5846,670.7868,335.3934,88.3554,0.6092,29.7982,22,0.3000,19.9966,13.5993,16.3410,19.0827
2353.0000,717.1600,2.4281,71.9373,173.9108,2446.7007,1420.0253,1.0455,1860.0290,2300.0327,2446.7007,2300.0327,1860.0290,1026.6753,880.0074,440.0037,115.1734,0.7941,38.8427,22,0.3000,19.9966,11.6057,15.2018,18.7979
2353.5000,717.3100,2.4236,61.9116,180.1044,2447.2182,836.5299,1.0458,1526.8249,2217.1199,2447.2182,2217.1199,1526.8249,1610.6884,1380.5900,690.2950,178.7869,1.2327,60.2966,22,0.3000,19.9966,6.8354,12.4759,18.1164
2354.0000,717.4600,2.4391,75.4843,182.2447,2447.7369,1558.9658,1.0460,1939.8677,2320.7696,2447.7369,2320.7696,1939.8677,888.7712,761.8039,380.9019,100.0248,0.6896,33.7338,22,0.3000,19.9965,12.7358,15.8476,18.9593
2354.5000,717.6200,2.4705,90.6014,187.3545,2448.2956,1934.2585,1.0462,2154.5601,2374.8617,2448.2956,2374.8617,2154.5601,514.0371,440.6032,220.3016,58.5898,0.4040,19.7597,22,0.3000,19.9969,15.7984,17.5977,19.3971
2355.0000,717.7700,2.4805,78.1163,186.4127,2448.8237,1646.7615,1.0464,1990.5024,2334.2434,2448.8237,2334.2434,1990.5024,802.0622,687.4819,343.7410,90.4679,0.6238,30.5107,22,0.3000,19.9969,13.4473,16.2543,19.0613
2355.5000,717.9200,2.4712,69.3788,184.6709,2449.3520,1304.4017,1.0467,1795.0947,2285.7876,2449.3520,2285.7876,1795.0947,1144.9502,981.3859,490.6929,128.0658,0.8830,43.1907,22,0.3000,19.9970,10.6494,14.6555,18.6616
2356.0000,718.0700,2.4649,74.2588,174.5369,2449.8785,1516.0723,1.0469,1916.2750,2316.4776,2449.8785,2316.4776,1916.2750,933.8062,800.4053,400.2026,104.9388,0.7235,35.3911,22,0.3000,19.9970,12.3749,15.6415,18.9082
2356.5000,718.2300,2.4611,79.3883,166.4891,2450.4390,1686.1272,1.0471,2013.6894,2341.2516,2450.4390,2341.2516,2013.6894,764.3118,655.1244,327.5622,86.2861,0.5949,29.1004,22,0.3000,19.9974,13.7600,16.4332,19.1063
2357.0000,718.3800,2.4618,77.5611,160.6957,2450.9642,1631.2896,1.0473,1982.5787,2333.8678,2450.9642,2333.8678,1982.5787,819.6746,702.5782,351.2891,92.3785,0.6369,31.1550,22,0.3000,19.9974,13.3097,16.1759,19.0420
2357.5000,718.5300,2.4608,75.5242,167.0316,2451.4893,1563.6217,1.0475,1944.1364,2324.6511,2451.4893,2324.6511,1944.1364,887.8676,761.0294,380.5147,99.8700,0.6886,33.6816,22,0.3000,19.9975,12.7549,15.8588,18.9628
2358.0000,718.6800,2.4462,76.0543,164.5766,2452.0128,1582.5155,1.0478,1955.1572,2327.7989,2452.0128,2327.7989,1955.1572,869.4973,745.2834,372.6417,97.8442,0.6746,32.9984,22,0.3000,19.9975,12.9063,15.9454,18.9845
2358.5000,718.8400,2.4343,77.5081,167.9733,2452.5681,1631.0127,1.0480,1983.1079,2335.2030,2452.5681,2335.2030,1983.1079,821.5554,704.1903,352.0952,92.5637,0.6382,31.2175,22,0.3000,19.9978,13.2990,16.1699,19.0408
2359.0000,718.9900,2.4230,75.6109,163.2367,2453.0862,1568.0586,1.0482,1947.3562,2326.6537,2453.0862,2326.6537,1947.3562,885.0276,758.5951,379.2976,99.5349,0.6863,33.5686,22,0.3000,19.9978,12.7829,15.8750,18.9671
2359.5000,719.1400,2.4252,77.7414,165.8904,2453.6034,1639.3028,1.0484,1988.2888,2337.2748,2453.6034,2337.2748,1988.2888,814.3006,697.9719,348.9860,91.7521,0.6326,30.9438,22,0.3000,19.9977,13.3609,16.2053,19.0496
2360.0000,719.2900,2.4278,72.1899,156.4999,2454.1211,1437.0664,1.0486,1872.9470,2308.8276,2454.1211,2308.8276,1872.9470,1017.0548,871.7612,435.8806,113.9965,0.7860,38.4458,22,0.3000,19.9977,11.7101,15.2620,18.8138
2360.5000,719.4500,2.4182,72.2682,154.2161,2454.6725,1440.8318,1.0489,1875.3350,2309.8381,2454.6725,2309.8381,1875.3350,1013.8407,869.0063,434.5032,113.6350,0.7835,38.3239,22,0.3000,19.9980,11.7383,15.2782,18.8180
2361.0000,719.6000,2.4015,78.6214,154.6158,2455.1867,1667.7416,1.0491,2005.2180,2342.6945,2455.1867,2342.6945,2005.2180,787.4451,674.9529,337.4765,88.7755,0.6121,29.9399,22,0.3000,19.9979,13.5841,16.3329,19.0817
2361.5000,719.7500,2.3832,83.2245,160.3813,2455.6971,1791.7713,1.0493,2076.3109,2360.8505,2455.6971,2360.8505,2076.3109,663.9257,569.0792,284.5396,75.1435,0.5181,25.3425,22,0.3000,19.9979,14.5912,16.9083,19.2255
2362.0000,719.9000,2.3745,91.5101,168.0024,2456.2046,1956.7501,1.0495,2170.8020,2384.8540,2456.2046,2384.8540,2170.8020,499.4545,428.1039,214.0519,56.9015,0.3923,19.1903,22,0.3000,19.9978,15.9313,17.6741,19.4168
2362.5000,720.0500,2.3344,95.2984,164.7203,2456.7069,2014.4494,1.0498,2203.9883,2393.5273,2456.7069,2393.5273,2203.9883,442.2575,379.0779,189.5389,50.5251,0.3484,17.0398,22,0.3000,19.9976,16.3976,17.9405,19.4833
2363.0000,720.2100,2.3174,87.6893,168.3452,2457.2362,1889.5269,1.0500,2132.8309,2376.1349,2457.2362,2376.1349,2132.8309,567.7093,486.6080,243.3040,64.4754,0.4445,21.7446,22,0.3000,19.9977,15.3775,17.3576,19.3377
2363.5000,720.3600,2.3312,81.7713,170.9982,2457.7321,1757.5823,1.0502,2057.6465,2357.7107,2457.7321,2357.7107,2057.6465,700.1498,600.1284,300.0642,79.1238,0.5455,26.6848,22,0.3000,19.9975,14.3007,16.7422,19.1837
2364.0000,720.5100,2.4104,89.5065,182.0731,2458.2379,1924.3384,1.0504,2153.1525,2381.9666,2458.2379,2381.9666,2153.1525,533.8995,457.6282,228.8141,60.7147,0.4186,20.4763,22,0.3000,19.9974,15.6542,17.5156,19.3769
2364.5000,720.6600,2.4685,90.4207,183.6993,2458.7584,1940.8513,1.0506,2162.8115,2384.7717,2458.7584,2384.7717,2162.8115,517.9071,443.9203,221.9602,58.9336,0.4063,19.8756,22,0.3000,19.9974,15.7852,17.5904,19.3956
2365.0000,720.8200,2.4946,94.0615,175.6508,2459.3231,1999.2153,1.0509,2196.4043,2393.5934,2459.3231,2393.5934,2196.4043,460.1079,394.3782,197.1891,52.4965,0.3620,17.7047,22,0.3000,19.9977,16.2564,17.8598,19.4633
2365.5000,720.9700,2.4671,94.1303,165.6610,2459.8524,2000.7171,1.0511,2197.4894,2394.2617,2459.8524,2394.2617,2197.4894,459.1353,393.5446,196.7723,52.3842,0.3612,17.6668,22,0.3000,19.9978,16.2652,17.8649,19.4646
2366.0000,721.1200,2.4445,86.9994,153.1029,2460.3764,1878.7917,1.0513,2128.0423,2377.2928,2460.3764,2377.2928,2128.0423,581.5847,498.5012,249.2506,65.9850,0.4549,22.2537,22,0.3000,19.9979,15.2708,17.2967,19.3226
2366.5000,721.2700,2.4201,77.2501,152.3040,2460.8953,1630.0955,1.0515,1986.1525,2342.2096,2460.8953,2342.2096,1986.1525,830.7998,712.1141,356.0571,93.4724,0.6445,31.5240,22,0.3000,19.9978,13.2466,16.1400,19.0334
2367.0000,721.4300,2.4306,78.9874,155.3294,2461.4472,1684.2027,1.0518,2017.3075,2350.4123,2461.4472,2350.4123,2017.3075,777.2446,666.2096,333.1048,87.5756,0.6038,29.5353,22,0.3000,19.9981,13.6834,16.3897,19.0960
2367.5000,721.5800,2.4260,81.3133,158.2695,2461.9653,1749.4766,1.0520,2054.8289,2360.1812,2461.9653,2360.1812,2054.8289,712.4887,610.7046,305.3523,80.4367,0.5546,27.1276,22,0.3000,19.9981,14.2107,16.6910,19.1713
2368.0000,721.7300,2.4253,71.6666,166.2616,2462.4828,1421.7390,1.0522,1867.7721,2313.8051,2462.4828,2313.8051,1867.7721,1040.7439,892.0662,446.0331,116.4527,0.8029,39.2742,22,0.3000,19.9981,11.5461,15.1684,18.7906
2368.5000,721.8800,2.4045,76.5241,168.5450,2462.9981,1608.0679,1.0524,1974.4665,2340.8652,2462.9981,2340.8652,1974.4665,854.9302,732.7973,366.3986,96.0946,0.6625,32.4083,22,0.3000,19.9980,13.0565,16.0315,19.0064
2369.0000,722.0400,2.3905,78.1611,174.9382,2463.5437,1661.1458,1.0527,2005.0306,2348.9154,2463.5437,2348.9154,2005.0306,802.3978,687.7696,343.8848,90.3161,0.6227,30.4595,22,0.3000,19.9982,13.4846,16.2762,19.0677
2369.5000,722.1900,2.3902,77.1046,167.5454,2464.0536,1628.1601,1.0529,1986.4002,2344.6403,2464.0536,2344.6403,1986.4002,835.8936,716.4802,358.2401,93.9902,0.6480,31.6986,22,0.3000,19.9982,13.2141,16.1215,19.0290
2370.0000,722.3400,2.4118,77.4247,168.2305,2464.5659,1638.9392,1.0531,1992.7792,2346.6192,2464.5659,2346.6192,1992.7792,825.6267,707.6800,353.8400,92.8561,0.6402,31.3161,22,0.3000,19.9981,13.2988,16.1699,19.0411
2370.5000,722.4900,2.4280,74.5870,163.6347,2465.0822,1541.5244,1.0533,1937.3349,2333.1454,2465.0822,2333.1454,1937.3349,923.5578,791.6210,395.8105,103.5916,0.7142,34.9367,22,0.3000,19.9981,12.5057,15.7167,18.9277
2371.0000,722.6500,2.4271,83.6134,166.6322,2465.6346,1809.9977,1.0535,2090.9850,2371.9722,2465.6346,2371.9722,2090.9850,655.6369,561.9745,280.9872,74.1241,0.5111,24.9987,22,0.3000,19.9983,14.6806,16.9596,19.2387
2371.5000,722.8000,2.4201,81.5006,162.8360,2466.1517,1758.1409,1.0538,2061.5741,2365.0073,2466.1517,2365.0073,2061.5741,708.0108,606.8664,303.4332,79.8963,0.5509,26.9454,22,0.3000,19.9983,14.2570,16.7175,19.1781
2372.0000,722.9500,2.4081,90.3932,160.3820,2466.6668,1947.6924,1.0540,2170.1100,2392.5276,2466.6668,2392.5276,2170.1100,518.9744,444.8352,222.4176,58.9861,0.4067,19.8933,22,0.3000,19.9983,15.7907,17.5940,19.3972
2372.5000,723.1000,2.4065,88.5347,163.3777,2467.1804,1914.7936,1.0542,2151.5308,2388.2680,2467.1804,2388.2680,2151.5308,552.3868,473.4744,236.7372,62.6881,0.4322,21.1418,22,0.3000,19.9982,15.5207,17.4397,19.3586
2373.0000,723.2600,2.4149,85.4826,160.5806,2467.7290,1853.9847,1.0544,2117.0180,2380.0512,2467.7290,2380.0512,2117.0180,613.7443,526.0665,263.0333,69.4746,0.4790,23.4306,22,0.3000,19.9985,15.0247,17.1563,19.2879
2373.5000,723.4100,2.4289,83.3587,164.0059,2468.2457,1806.3356,1.0547,2090.0114,2373.6871,2468.2457,2373.6871,2090.0114,661.9100,567.3515,283.6757,74.7896,0.5157,25.2231,22,0.3000,19.9984,14.6354,16.9339,19.2323
2374.0000,723.5600,2.4345,85.9633,163.0078,2468.7645,1865.1717,1.0549,2123.8543,2382.5369,2468.7645,2382.5369,2123.8543,603.5927,517.3652,258.6826,68.3424,0.4712,23.0488,22,0.3000,19.9984,15.1090,17.2044,19.2999
2374.5000,723.7100,2.4410,90.1194,168.6879,2469.2846,1945.3705,1.0551,2169.9051,2394.4397,2469.2846,2394.4397,2169.9051,523.9141,449.0692,224.5346,59.5128,0.4103,20.0709,22,0.3000,19.9984,15.7553,17.5738,19.3923
2375.0000,723.8600,2.4533,88.5173,177.3066,2469.8067,1916.8864,1.0553,2153.8522,2390.8181,2469.8067,2390.8181,2153.8522,552.9203,473.9316,236.9658,62.7242,0.4325,21.1540,22,0.3000,19.9984,15.5213,17.4401,19.3589
2375.5000,724.0200,2.4598,84.8404,174.1098,2470.3657,1842.3401,1.0555,2111.4939,2380.6478,2470.3657,2380.6478,2111.4939,628.0256,538.3077,269.1538,71.0267,0.4897,23.9541,22,0.3000,19.9988,14.9146,17.0935,19.2724
2376.0000,724.1700,2.4501,83.7057,171.3696,2470.8895,1816.9273,1.0558,2097.1968,2377.4663,2470.8895,2377.4663,2097.1968,653.9622,560.5390,280.2695,73.8848,0.5094,24.9180,22,0.3000,19.9988,14.7058,16.9742,19.2426
2376.5000,724.3200,2.4316,80.5134,160.5811,2471.4102,1736.4819,1.0560,2051.4512,2366.4205,2471.4102,2366.4205,2051.4512,734.9283,629.9386,314.9693,82.8007,0.5709,27.9249,22,0.3000,19.9988,14.0517,16.6005,19.1492
2377.0000,724.4700,2.4241,85.5167,158.1265,2471.9282,1858.5506,1.0562,2121.4267,2384.3029,2471.9282,2384.3029,2121.4267,613.3776,525.7522,262.8761,69.3934,0.4785,23.4032,22,0.3000,19.9988,15.0363,17.1631,19.2899
2377.5000,724.6300,2.4110,87.8833,151.9902,2472.4784,1907.2831,1.0564,2149.5097,2391.7362,2472.4784,2391.7362,2149.5097,565.1953,484.4531,242.2265,64.0593,0.4417,21.6043,22,0.3000,19.9990,15.4273,17.3866,19.3459
2378.0000,724.7800,2.4157,92.8743,153.0177,2472.9933,1994.0748,1.0567,2199.3256,2404.5764,2472.9933,2404.5764,2199.3256,478.9184,410.5015,205.2508,54.4871,0.3757,18.3760,22,0.3000,19.9990,16.1260,17.7858,19.4457
2378.5000,724.9300,2.4187,96.6308,153.0746,2473.5090,2048.2708,1.0569,2230.5157,2412.7607,2473.5090,2412.7607,2230.5157,425.2382,364.4899,182.2449,48.5109,0.3345,16.3605,22,0.3000,19.9989,16.5608,18.0343,19.5078
2379.0000,725.0800,2.4150,89.3136,153.2737,2474.0246,1935.4363,1.0571,2166.2599,2397.0834,2474.0246,2397.0834,2166.2599,538.5883,461.6471,230.8236,61.0997,0.4213,20.6061,22,0.3000,19.9989,15.6452,17.5111,19.3769
2379.5000,725.2400,2.4020,84.1218,156.4421,2474.5727,1829.9280,1.0573,2106.2043,2382.4806,2474.5727,2382.4806,2106.2043,644.6448,552.5527,276.2763,72.8191,0.5021,24.5586,22,0.3000,19.9991,14.7892,17.0220,19.2549
2380.0000,725.3900,2.3580,77.8724,164.1496,2475.0805,1662.3908,1.0575,2010.6864,2358.9820,2475.0805,2358.9820,2010.6864,812.6897,696.5912,348.2956,91.3006,0.6295,30.7915,22,0.3000,19.9990,13.4324,16.2467,19.0609
2380.5000,725.5400,2.3420,75.4880,171.5425,2475.5819,1583.3662,1.0578,1965.7443,2348.1225,2475.5819,2348.1225,1965.7443,892.2157,764.7563,382.3782,100.0104,0.6895,33.7289,22,0.3000,19.9989,12.7912,15.8802,18.9692
2381.0000,725.6900,2.3417,75.5398,173.8544,2476.0815,1585.6429,1.0580,1967.2594,2348.8760,2476.0815,2348.8760,1967.2594,890.4386,763.2331,381.6166,99.8096,0.6882,33.6612,22,0.3000,19.9987,12.8069,15.8891,18.9713
2381.5000,725.8500,2.3923,74.2042,171.5414,2476.6202,1537.1550,1.0582,1939.7829,2342.4109,2476.6202,2342.4109,1939.7829,939.4652,805.2559,402.6280,105.1652,0.7251,35.4674,22,0.3000,19.9989,12.4126,15.6639,18.9151
2382.0000,726.0000,2.4437,73.1597,169.3434,2477.1361,1496.7862,1.0584,1916.9362,2337.0861,2477.1361,2337.0861,1916.9362,980.3499,840.2999,420.1499,109.6253,0.7558,36.9716,22,0.3000,19.9988,12.0841,15.4761,18.8682
2382.5000,726.1500,2.4239,70.1086,171.8556,2477.6553,1363.5809,1.0586,1841.0414,2318.5018,2477.6553,2318.5018,1841.0414,1114.0744,954.9209,477.4605,124.1989,0.8563,41.8866,22,0.3000,19.9988,11.0064,14.8603,18.7142
2383.0000,726.3000,2.3895,74.3641,175.8518,2478.1688,1544.5528,1.0589,1944.6739,2344.7951,2478.1688,2344.7951,1944.6739,933.6160,800.2423,400.1212,104.5040,0.7205,35.2444,22,0.3000,19.9988,12.4645,15.6935,18.9225
2383.5000,726.4600,2.3693,78.4560,188.9249,2478.7103,1683.6228,1.0591,2024.3746,2365.1264,2478.7103,2365.1264,2024.3746,795.0874,681.5035,340.7518,89.3250,0.6159,30.1252,22,0.3000,19.9990,13.5840,16.3332,19.0825
2384.0000,726.6100,2.4319,75.6508,200.4840,2479.2224,1592.3059,1.0593,1972.4130,2352.5201,2479.2224,2352.5201,1972.4130,886.9165,760.2141,380.1071,99.3811,0.6852,33.5167,22,0.3000,19.9989,12.8445,15.9107,18.9768
2384.5000,726.7600,2.4818,65.8881,211.5875,2479.7466,1137.1845,1.0595,1712.5683,2287.9520,2479.7466,2287.9520,1712.5683,1342.5621,1150.7675,575.3838,148.9784,1.0272,50.2436,22,0.3000,19.9989,9.1713,13.8117,18.4521
2385.0000,726.9100,2.5074,71.1239,206.1066,2480.2788,1412.8423,1.0598,1870.3151,2327.7879,2480.2788,2327.7879,1870.3151,1067.4365,914.9456,457.4728,119.0754,0.8210,40.1587,22,0.3000,19.9990,11.3921,15.0808,18.7695
2385.5000,727.0600,2.5017,84.3097,193.8623,2480.8132,1839.9138,1.0600,2114.5849,2389.2561,2480.8132,2389.2561,2114.5849,640.8994,549.3424,274.6712,72.3447,0.4988,24.3985,22,0.3000,19.9991,14.8325,17.0468,19.2610
2386.0000,727.2200,2.4911,88.0925,178.3628,2481.3813,1919.4990,1.0602,2160.3057,2401.1124,2481.3813,2401.1124,2160.3057,561.8823,481.6134,240.8067,63.6146,0.4386,21.4543,22,0.3000,19.9995,15.4708,17.4117,19.3526
2386.5000,727.3700,2.4652,83.8534,173.5680,2481.9100,1830.3823,1.0604,2109.6085,2388.8346,2481.9100,2388.8346,2109.6085,651.5277,558.4523,279.2262,73.5042,0.5068,24.7896,22,0.3000,19.9996,14.7495,16.9995,19.2496
2387.0000,727.5200,2.4407,81.7823,171.2844,2482.4333,1780.0912,1.0606,2081.0950,2382.0988,2482.4333,2382.0988,2081.0950,702.3421,602.0076,301.0038,79.0926,0.5453,26.6743,22,0.3000,19.9996,14.3412,16.7663,19.1913
